,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,marketing_strategy,total_nights,total_revenue
427,Resort Hotel,0,0,2017,July,28,15,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,234.0,0,Transient,168.0,0,0,Check-Out,18-07-2017,Last-Minute Deal,3,504.0
428,Resort Hotel,0,0,2017,July,28,15,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,234.0,0,Transient,205.33,0,0,Check-Out,18-07-2017,Last-Minute Deal,3,615.99
429,Resort Hotel,0,33,2017,July,28,11,2,5,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,241.86,1,0,Check-Out,18-07-2017,Early Booking Discount,7,1693.02
430,Resort Hotel,0,39,2017,July,28,15,2,2,1,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,234.0,0,Transient,204.16,0,1,Check-Out,19-07-2017,Early Booking Discount + Special Request Bonus,4,816.64
431,Resort Hotel,0,39,2017,July,28,15,2,2,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,234.0,0,Transient,220.16,1,1,Check-Out,19-07-2017,Early Booking Discount + Special Request Bonus,4,880.64
432,Resort Hotel,0,199,2017,July,28,15,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,234.0,0,Transient,150.0,0,1,Check-Out,20-07-2017,Early Booking Discount + Special Request Bonus,5,750.0
433,Resort Hotel,0,32,2017,July,29,20,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,234.0,0,Transient,190.0,0,1,Check-Out,21-07-2017,Early Booking Discount + Special Request Bonus,1,190.0
434,Resort Hotel,0,1,2017,July,29,20,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,228.0,1,1,Check-Out,21-07-2017,Last-Minute Deal + Special Request Bonus,1,228.0
435,Resort Hotel,0,17,2017,July,29,21,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,234.0,0,Transient,156.6,0,1,Check-Out,23-07-2017,Generic Marketing + Special Request Bonus,2,313.2
436,Resort Hotel,0,6,2017,July,29,21,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,142.21,0,1,Check-Out,23-07-2017,Last-Minute Deal + Special Request Bonus,2,284.42
437,Resort Hotel,0,9,2017,July,29,21,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241.0,234.0,0,Transient,222.0,0,1,Check-Out,23-07-2017,Generic Marketing + Special Request Bonus,2,444.0
438,Resort Hotel,0,6,2017,July,30,25,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,234.0,0,Transient,231.0,0,1,Check-Out,27-07-2017,Last-Minute Deal + Special Request Bonus,2,462.0
439,Resort Hotel,0,0,2017,July,30,28,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,306.0,234.0,0,Transient,105.31,1,0,Check-Out,31-07-2017,Last-Minute Deal,3,315.93
440,Resort Hotel,0,0,2017,July,30,28,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306.0,234.0,0,Transient,102.73,0,0,Check-Out,31-07-2017,Last-Minute Deal,3,308.19
441,Resort Hotel,0,281,2017,July,31,30,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,234.0,0,Transient,170.24,0,1,Check-Out,02-08-2017,Early Booking Discount + Special Request Bonus,3,510.72
442,Resort Hotel,0,60,2017,July,30,29,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,270.0,0,1,Check-Out,03-08-2017,Early Booking Discount + Special Request Bonus,5,1350.0
443,Resort Hotel,0,76,2017,August,31,1,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,234.0,0,Transient,250.0,0,3,Check-Out,03-08-2017,Early Booking Discount + Special Request Bonus,2,500.0
444,Resort Hotel,0,0,2017,August,31,4,0,0,2,0,0,BB,USA,Direct,Direct,1,0,0,A,A,0,No Deposit,74.78223350253808,234.0,0,Transient,0.0,0,0,Check-Out,04-08-2017,Last-Minute Deal,0,0.0
445,Resort Hotel,0,112,2017,July,31,30,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,246.0,0,1,Check-Out,04-08-2017,Early Booking Discount + Special Request Bonus,5,1230.0
446,Resort Hotel,0,117,2017,August,31,1,0,4,2,2,0,BB,USA,Direct,Direct,0,0,0,H,H,1,No Deposit,250.0,234.0,0,Transient,315.5,0,1,Check-Out,05-08-2017,Early Booking Discount + Special Request Bonus,4,1262.0
447,Resort Hotel,0,29,2017,August,31,3,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,241.0,234.0,0,Transient,176.4,0,1,Check-Out,05-08-2017,Generic Marketing + Special Request Bonus,2,352.8
448,Resort Hotel,0,3,2017,August,31,4,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,164.0,0,1,Check-Out,06-08-2017,Last-Minute Deal + Special Request Bonus,2,328.0
449,Resort Hotel,0,2,2017,August,32,9,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,234.0,0,Transient,230.0,1,1,Check-Out,10-08-2017,Last-Minute Deal + Special Request Bonus,1,230.0
450,Resort Hotel,0,27,2017,August,32,8,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,241.0,234.0,0,Transient,232.0,0,1,Check-Out,10-08-2017,Generic Marketing + Special Request Bonus,2,464.0
451,Resort Hotel,0,27,2017,August,32,8,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,234.0,0,Transient,202.0,0,1,Check-Out,10-08-2017,Generic Marketing + Special Request Bonus,2,404.0
452,Resort Hotel,0,3,2017,August,32,12,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,234.0,0,Transient,324.0,1,1,Check-Out,13-08-2017,Last-Minute Deal + Special Request Bonus,1,324.0
453,Resort Hotel,0,27,2017,August,33,13,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,234.0,0,Transient,181.2,1,2,Check-Out,14-08-2017,Generic Marketing + Special Request Bonus,1,181.2
454,Resort Hotel,0,6,2017,August,33,14,1,1,2,2,0,BB,USA,Direct,Direct,0,0,0,H,H,0,No Deposit,74.78223350253808,234.0,0,Transient,300.0,0,1,Check-Out,16-08-2017,Last-Minute Deal + Special Request Bonus,2,600.0
455,Resort Hotel,0,220,2017,August,33,13,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,242.0,234.0,0,Transient,252.33,1,2,Check-Out,16-08-2017,Early Booking Discount + Special Request Bonus,3,756.99
456,Resort Hotel,0,212,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,234.0,0,Transient,203.67,0,4,Check-Out,17-08-2017,Early Booking Discount + Special Request Bonus,6,1222.02
457,Resort Hotel,0,212,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,234.0,0,Transient,203.67,0,4,Check-Out,17-08-2017,Early Booking Discount + Special Request Bonus,6,1222.02
458,Resort Hotel,0,212,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,234.0,0,Transient,217.67,0,4,Check-Out,17-08-2017,Early Booking Discount + Special Request Bonus,6,1306.02
459,Resort Hotel,0,173,2017,August,32,11,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,234.0,0,Transient,200.0,0,4,Check-Out,17-08-2017,Early Booking Discount + Special Request Bonus,6,1200.0
460,Resort Hotel,0,5,2017,August,33,16,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,234.0,0,Transient,210.0,0,2,Check-Out,17-08-2017,Last-Minute Deal + Special Request Bonus,1,210.0
461,Resort Hotel,0,77,2017,August,33,16,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,234.0,0,Transient,216.0,0,2,Check-Out,18-08-2017,Early Booking Discount + Special Request Bonus,2,432.0
462,Resort Hotel,0,35,2017,August,33,16,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,234.0,0,Transient,222.8,1,1,Check-Out,18-08-2017,Early Booking Discount + Special Request Bonus,2,445.6
463,Resort Hotel,0,77,2017,August,33,16,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,234.0,0,Transient,200.0,0,2,Check-Out,18-08-2017,Early Booking Discount + Special Request Bonus,2,400.0
464,Resort Hotel,0,19,2017,August,33,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,234.0,0,Transient,232.0,0,1,Check-Out,19-08-2017,Generic Marketing + Special Request Bonus,2,464.0
465,Resort Hotel,0,6,2017,August,33,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,234.0,0,Transient,230.0,0,0,Check-Out,19-08-2017,Last-Minute Deal,2,460.0
466,Resort Hotel,0,24,2017,August,33,18,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,234.0,0,Transient,250.0,0,4,Check-Out,19-08-2017,Generic Marketing + Special Request Bonus,1,250.0
467,Resort Hotel,0,176,2017,August,33,18,0,2,2,2,0,HB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,234.0,0,Transient,279.0,0,1,Check-Out,20-08-2017,Early Booking Discount + Special Request Bonus,2,558.0
468,Resort Hotel,0,28,2017,August,34,20,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,234.0,0,Transient,250.0,0,1,Check-Out,22-08-2017,Generic Marketing + Special Request Bonus,2,500.0
469,Resort Hotel,0,194,2017,August,33,19,2,2,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,125.0,0,0,Check-Out,23-08-2017,Early Booking Discount,4,500.0
470,Resort Hotel,0,64,2017,August,34,23,0,4,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,234.0,0,Transient,265.0,0,1,Check-Out,27-08-2017,Early Booking Discount + Special Request Bonus,4,1060.0
471,Resort Hotel,0,49,2017,August,34,25,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,157.99,0,1,Check-Out,28-08-2017,Early Booking Discount + Special Request Bonus,3,473.97
472,Resort Hotel,0,30,2017,August,34,26,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,241.0,234.0,0,Transient,182.0,1,1,Check-Out,28-08-2017,Generic Marketing + Special Request Bonus,2,364.0
473,Resort Hotel,0,92,2017,August,34,23,2,4,3,2,0,BB,USA,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,234.0,0,Transient,328.33,0,2,Check-Out,29-08-2017,Early Booking Discount + Special Request Bonus,6,1969.98
474,Resort Hotel,0,125,2017,August,35,28,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,234.0,0,Transient,204.0,0,1,Check-Out,30-08-2017,Early Booking Discount + Special Request Bonus,2,408.0
475,Resort Hotel,0,125,2017,August,35,28,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,234.0,0,Transient,228.89,0,1,Check-Out,30-08-2017,Early Booking Discount + Special Request Bonus,2,457.78
476,Resort Hotel,0,21,2017,August,35,30,0,2,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,G,1,No Deposit,241.0,234.0,0,Transient,186.0,0,2,Check-Out,01-09-2017,Generic Marketing + Special Request Bonus,2,372.0
477,Resort Hotel,0,45,2017,August,35,31,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,234.0,0,Transient,214.0,0,2,Check-Out,02-09-2017,Early Booking Discount + Special Request Bonus,2,428.0
478,Resort Hotel,0,126,2017,August,35,29,0,5,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,234.0,0,Transient,240.6,1,1,Check-Out,03-09-2017,Early Booking Discount + Special Request Bonus,5,1203.0
479,City Hotel,0,0,2015,August,32,6,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,74.78223350253808,9.0,0,Transient,81.0,0,0,Check-Out,07-08-2015,Last-Minute Deal,1,81.0
480,City Hotel,0,1,2015,August,33,10,1,0,2,0,0,SC,USA,Online TA,Direct,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,96.0,0,2,Check-Out,11-08-2015,Last-Minute Deal + Special Request Bonus,1,96.0
481,City Hotel,0,5,2015,August,33,11,4,15,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,4,No Deposit,14.0,234.0,0,Transient,75.0,0,2,Check-Out,30-08-2015,Last-Minute Deal + Special Request Bonus,19,1425.0
482,City Hotel,0,39,2015,August,33,14,0,2,1,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,234.0,0,Transient-Party,87.0,0,0,Check-Out,16-08-2015,Early Booking Discount,2,174.0
483,City Hotel,0,3,2015,September,36,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,143.0,0,1,Check-Out,06-09-2015,Last-Minute Deal + Special Request Bonus,1,143.0
484,City Hotel,0,82,2015,September,36,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,89.25,0,2,Check-Out,06-09-2015,Early Booking Discount + Special Request Bonus,1,89.25
485,City Hotel,0,0,2015,September,37,7,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,133.5,0,1,Check-Out,09-09-2015,Last-Minute Deal + Special Request Bonus,2,267.0
486,City Hotel,0,52,2015,September,37,7,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,72.76,0,2,Check-Out,09-09-2015,Early Booking Discount + Special Request Bonus,2,145.52
487,City Hotel,0,8,2015,September,37,8,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,234.0,0,Transient,80.85,0,2,Check-Out,10-09-2015,Generic Marketing + Special Request Bonus,2,161.7
488,City Hotel,0,0,2015,September,37,9,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,152.0,0,2,Check-Out,12-09-2015,Last-Minute Deal + Special Request Bonus,3,456.0
489,City Hotel,0,0,2015,September,37,9,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,152.0,0,2,Check-Out,12-09-2015,Last-Minute Deal + Special Request Bonus,3,456.0
490,City Hotel,0,17,2015,September,37,10,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,73.92,0,0,Check-Out,12-09-2015,Generic Marketing,2,147.84
491,City Hotel,0,34,2015,September,37,10,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,145.8,0,2,Check-Out,13-09-2015,Early Booking Discount + Special Request Bonus,3,437.40000000000003
492,City Hotel,0,18,2015,September,38,15,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,73.92,0,1,Check-Out,18-09-2015,Generic Marketing + Special Request Bonus,3,221.76
493,City Hotel,0,12,2015,September,38,15,2,7,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,130.22,0,1,Check-Out,24-09-2015,Generic Marketing + Special Request Bonus,9,1171.98
494,City Hotel,0,12,2015,September,38,15,2,7,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,130.22,0,1,Check-Out,24-09-2015,Generic Marketing + Special Request Bonus,9,1171.98
495,City Hotel,0,15,2015,September,38,16,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,234.0,0,Contract,115.0,0,2,Check-Out,18-09-2015,Generic Marketing + Special Request Bonus,2,230.0
496,City Hotel,0,23,2015,September,38,16,1,4,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,234.0,0,Transient,68.0,0,1,Check-Out,21-09-2015,Generic Marketing + Special Request Bonus,5,340.0
497,City Hotel,0,42,2015,September,38,16,2,4,1,0,0,BB,USA,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,234.0,0,Transient,104.5,0,0,Check-Out,22-09-2015,Early Booking Discount,6,627.0
498,City Hotel,0,32,2015,September,38,18,2,2,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,9.0,234.0,0,Contract,141.53,0,2,Check-Out,22-09-2015,Early Booking Discount + Special Request Bonus,4,566.12
499,City Hotel,0,41,2015,September,38,18,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,74.4,0,0,Check-Out,23-09-2015,Early Booking Discount,5,372.0
500,City Hotel,0,32,2015,September,39,23,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,155.8,0,1,Check-Out,27-09-2015,Early Booking Discount + Special Request Bonus,4,623.2
501,City Hotel,0,62,2015,September,40,27,4,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,131.51,0,3,Check-Out,06-10-2015,Early Booking Discount + Special Request Bonus,9,1183.59
502,City Hotel,0,42,2015,September,40,30,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,86.4,0,1,Check-Out,01-10-2015,Early Booking Discount + Special Request Bonus,1,86.4
503,City Hotel,0,51,2015,September,40,30,2,6,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,69.12,0,1,Check-Out,08-10-2015,Early Booking Discount + Special Request Bonus,8,552.96
504,City Hotel,0,27,2015,October,41,4,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7.0,234.0,0,Transient,80.85,0,1,Check-Out,05-10-2015,Generic Marketing + Special Request Bonus,1,80.85
505,City Hotel,0,28,2015,October,41,5,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Contract,94.5,0,2,Check-Out,06-10-2015,Generic Marketing + Special Request Bonus,1,94.5
506,City Hotel,0,93,2015,October,41,7,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,89.25,0,1,Check-Out,11-10-2015,Early Booking Discount + Special Request Bonus,4,357.0
507,City Hotel,0,45,2015,October,42,16,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,234.0,0,Transient,78.54,0,2,Check-Out,20-10-2015,Early Booking Discount + Special Request Bonus,4,314.16
508,City Hotel,0,57,2015,October,43,22,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,234.0,0,Contract,94.5,0,1,Check-Out,23-10-2015,Early Booking Discount + Special Request Bonus,1,94.5
509,City Hotel,0,62,2015,October,44,29,0,1,2,2,0,SC,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,234.0,0,Contract,139.5,0,1,Check-Out,30-10-2015,Early Booking Discount + Special Request Bonus,1,139.5
510,City Hotel,0,233,2015,November,45,7,1,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,234.0,0,Transient-Party,60.0,0,1,Check-Out,09-11-2015,Early Booking Discount + Special Request Bonus,2,120.0
511,City Hotel,0,6,2015,December,51,17,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,234.0,0,Transient,74.69,0,0,Check-Out,19-12-2015,Last-Minute Deal,2,149.38
512,City Hotel,0,10,2015,December,52,20,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,52.36,0,1,Check-Out,24-12-2015,Generic Marketing + Special Request Bonus,4,209.44
513,City Hotel,0,4,2015,December,52,26,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,234.0,0,Transient,92.43,0,1,Check-Out,02-01-2016,Last-Minute Deal + Special Request Bonus,7,647.01
514,City Hotel,0,21,2015,December,53,27,2,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,234.0,0,Transient,187.0,0,1,Check-Out,31-12-2015,Generic Marketing + Special Request Bonus,4,748.0
515,City Hotel,0,0,2015,December,53,28,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,234.0,0,Transient,74.69,0,1,Check-Out,29-12-2015,Last-Minute Deal + Special Request Bonus,1,74.69
516,City Hotel,0,30,2016,January,1,1,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,234.0,0,Transient,92.0,0,1,Check-Out,03-01-2016,Generic Marketing + Special Request Bonus,2,184.0
517,City Hotel,0,0,2016,January,1,2,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,234.0,0,Transient,74.67,0,0,Check-Out,03-01-2016,Last-Minute Deal,1,74.67
518,City Hotel,0,2,2016,January,2,3,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,234.0,0,Transient,67.66,0,0,Check-Out,05-01-2016,Last-Minute Deal,2,135.32
519,City Hotel,0,1,2016,January,2,6,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,234.0,0,Transient-Party,89.0,0,0,Check-Out,07-01-2016,Last-Minute Deal,1,89.0
520,City Hotel,0,23,2016,January,3,11,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,234.0,0,Transient,61.0,0,0,Check-Out,12-01-2016,Generic Marketing,1,61.0
521,City Hotel,0,23,2016,January,3,11,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,234.0,0,Transient,62.0,0,0,Check-Out,12-01-2016,Generic Marketing,1,62.0
522,City Hotel,0,9,2016,January,3,15,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,80.3,0,1,Check-Out,17-01-2016,Generic Marketing + Special Request Bonus,2,160.6
523,City Hotel,0,11,2016,January,4,17,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,98.0,1,2,Check-Out,19-01-2016,Generic Marketing + Special Request Bonus,2,196.0
524,City Hotel,1,11,2016,February,6,1,2,5,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,79.0,0,0,Canceled,28-01-2016,Generic Marketing,7,553.0
525,City Hotel,0,53,2016,February,6,4,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,65.75,0,0,Check-Out,09-02-2016,Early Booking Discount,5,328.75
526,City Hotel,0,31,2016,February,6,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,80.3,0,1,Check-Out,06-02-2016,Early Booking Discount + Special Request Bonus,1,80.3
527,City Hotel,0,31,2016,February,6,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,89.3,1,1,Check-Out,06-02-2016,Early Booking Discount + Special Request Bonus,1,89.3
528,City Hotel,1,9,2016,February,6,5,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,234.0,0,Transient,79.0,0,0,Canceled,29-01-2016,Generic Marketing,1,79.0
529,City Hotel,1,35,2016,February,7,11,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,67.5,0,0,Canceled,14-01-2016,Early Booking Discount,3,202.5
530,City Hotel,0,37,2016,February,7,12,1,2,0,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,234.0,0,Transient,69.5,0,1,Check-Out,15-02-2016,Early Booking Discount + Special Request Bonus,3,208.5
531,City Hotel,1,22,2016,February,7,12,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,80.8,0,0,Canceled,21-01-2016,Generic Marketing,4,323.2
532,City Hotel,1,1,2016,February,9,22,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,85.0,0,0,No-Show,22-02-2016,Last-Minute Deal,1,85.0
533,City Hotel,1,10,2016,February,9,25,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,93.0,0,0,Canceled,25-02-2016,Generic Marketing,3,279.0
534,City Hotel,1,4,2016,March,10,5,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,234.0,0,Transient,118.0,0,0,Canceled,04-03-2016,Last-Minute Deal,3,354.0
535,City Hotel,1,70,2016,March,11,9,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,234.0,0,Transient,67.5,0,1,Canceled,13-01-2016,Early Booking Discount + Special Request Bonus,2,135.0
536,City Hotel,1,30,2016,March,11,9,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,234.0,0,Transient,77.5,0,0,Canceled,11-02-2016,Generic Marketing,3,232.5
537,City Hotel,1,29,2016,March,11,9,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,234.0,0,Transient,77.5,0,2,Canceled,12-02-2016,Generic Marketing + Special Request Bonus,3,232.5
