hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,28,2015,October,41,5,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,94.5,0,2,Check-Out,06-10-2015
City Hotel,0,93,2015,October,41,7,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,89.25,0,1,Check-Out,11-10-2015
City Hotel,0,45,2015,October,42,16,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7,,0,Transient,78.54,0,2,Check-Out,20-10-2015
City Hotel,0,57,2015,October,43,22,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Contract,94.5,0,1,Check-Out,23-10-2015
City Hotel,0,62,2015,October,44,29,0,1,2,2,0,SC,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Contract,139.5,0,1,Check-Out,30-10-2015
City Hotel,0,233,2015,November,45,7,1,1,2,0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,60,0,1,Check-Out,09-11-2015
City Hotel,0,6,2015,December,51,17,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,74.69,0,0,Check-Out,19-12-2015
City Hotel,0,10,2015,December,52,20,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,52.36,0,1,Check-Out,24-12-2015
City Hotel,0,4,2015,December,52,26,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,92.43,0,1,Check-Out,02-01-2016
City Hotel,0,21,2015,December,53,27,2,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,187,0,1,Check-Out,31-12-2015
City Hotel,0,0,2015,December,53,28,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,74.69,0,1,Check-Out,29-12-2015
City Hotel,0,30,2016,January,1,1,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,92,0,1,Check-Out,03-01-2016
City Hotel,0,0,2016,January,1,2,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,74.67,0,0,Check-Out,03-01-2016
City Hotel,0,2,2016,January,2,3,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,67.66,0,0,Check-Out,05-01-2016
City Hotel,0,1,2016,January,2,6,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,,0,Transient-Party,89,0,0,Check-Out,07-01-2016
City Hotel,0,23,2016,January,3,11,1,0,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,61,0,0,Check-Out,12-01-2016
City Hotel,0,23,2016,January,3,11,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,62,0,0,Check-Out,12-01-2016
City Hotel,0,9,2016,January,3,15,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.3,0,1,Check-Out,17-01-2016
City Hotel,0,11,2016,January,4,17,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,1,2,Check-Out,19-01-2016
City Hotel,1,11,2016,February,6,1,2,5,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79,0,0,Canceled,28-01-2016
City Hotel,0,53,2016,February,6,4,2,3,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,65.75,0,0,Check-Out,09-02-2016
City Hotel,0,31,2016,February,6,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.3,0,1,Check-Out,06-02-2016
City Hotel,0,31,2016,February,6,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.3,1,1,Check-Out,06-02-2016
City Hotel,1,9,2016,February,6,5,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,79,0,0,Canceled,29-01-2016
City Hotel,1,35,2016,February,7,11,0,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,67.5,0,0,Canceled,14-01-2016
City Hotel,0,37,2016,February,7,12,1,2,0,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient,69.5,0,1,Check-Out,15-02-2016
City Hotel,1,22,2016,February,7,12,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,80.8,0,0,Canceled,21-01-2016
City Hotel,1,1,2016,February,9,22,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,85,0,0,No-Show,22-02-2016
City Hotel,1,10,2016,February,9,25,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93,0,0,Canceled,25-02-2016
City Hotel,1,4,2016,March,10,5,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,118,0,0,Canceled,04-03-2016
City Hotel,1,70,2016,March,11,9,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,67.5,0,1,Canceled,13-01-2016
City Hotel,1,30,2016,March,11,9,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient,77.5,0,0,Canceled,11-02-2016
City Hotel,1,29,2016,March,11,9,0,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient,77.5,0,2,Canceled,12-02-2016
City Hotel,0,87,2016,March,11,9,1,4,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,53.67,0,1,Check-Out,14-03-2016
City Hotel,1,35,2016,March,11,10,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.1,0,0,Canceled,04-02-2016
City Hotel,1,2,2016,March,11,10,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89,0,0,No-Show,10-03-2016
City Hotel,1,69,2016,March,11,12,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,,0,Transient,150.3,0,1,Canceled,08-01-2016
City Hotel,1,69,2016,March,11,12,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,,0,Transient,150.3,0,1,Canceled,08-01-2016
City Hotel,1,69,2016,March,11,12,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,72.9,0,1,Canceled,08-01-2016
City Hotel,1,35,2016,March,12,14,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,71.1,0,0,No-Show,14-03-2016
City Hotel,0,72,2016,March,12,16,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81.3,0,1,Check-Out,19-03-2016
City Hotel,0,71,2016,March,12,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,,0,Transient-Party,69.05,0,0,Check-Out,19-03-2016
City Hotel,0,71,2016,March,12,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient-Party,69,0,1,Check-Out,19-03-2016
City Hotel,0,75,2016,March,13,21,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,,0,Transient-Party,78.15,0,0,Check-Out,23-03-2016
City Hotel,0,75,2016,March,13,21,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient-Party,78,0,0,Check-Out,23-03-2016
City Hotel,0,78,2016,March,13,21,1,5,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,154.7,0,0,Check-Out,27-03-2016
City Hotel,0,89,2016,March,13,21,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,83.66,0,1,Check-Out,28-03-2016
City Hotel,1,32,2016,March,13,25,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.4,0,0,Canceled,26-02-2016
City Hotel,0,86,2016,March,13,26,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,95.85,0,1,Check-Out,31-03-2016
City Hotel,1,5,2016,March,13,26,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,146,0,0,Canceled,22-03-2016
City Hotel,1,68,2016,March,14,29,4,11,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,76.22,0,0,Canceled,21-01-2016
City Hotel,1,102,2016,April,14,2,2,4,2,0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,80.75,0,2,Canceled,05-03-2016
City Hotel,1,14,2016,April,15,3,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89,0,1,Canceled,03-04-2016
City Hotel,1,79,2016,April,15,3,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,95.2,0,0,Canceled,16-01-2016
City Hotel,1,46,2016,April,15,4,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107.1,0,0,Canceled,18-02-2016
City Hotel,0,113,2016,April,15,4,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,63.49,0,2,Check-Out,08-04-2016
City Hotel,1,95,2016,April,15,5,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,72.8,0,0,Canceled,10-01-2016
City Hotel,1,107,2016,April,15,5,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81.9,0,0,Canceled,01-01-2016
City Hotel,1,77,2016,April,15,8,2,6,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.75,0,0,Canceled,22-01-2016
City Hotel,1,64,2016,April,16,11,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,1,Canceled,14-03-2016
City Hotel,1,19,2016,April,16,14,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,131.6,0,0,Canceled,27-03-2016
City Hotel,1,82,2016,April,16,16,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,109.37,0,0,Canceled,06-03-2016
City Hotel,1,56,2016,April,17,17,2,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90,0,0,Canceled,01-03-2016
City Hotel,1,5,2016,April,17,23,0,1,3,1,0,BB,USA,Direct,Direct,0,0,0,E,G,0,No Deposit,14,,0,Transient,197,0,0,Canceled,23-04-2016
City Hotel,1,80,2016,April,18,24,2,2,2,2,0,HB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,,0,Transient,173.19,0,0,Canceled,09-02-2016
City Hotel,1,36,2016,April,18,29,0,1,1,0,0,SC,USA,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195,,0,Transient,111.6,0,0,Canceled,19-04-2016
City Hotel,1,37,2016,April,18,29,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126.9,0,0,Canceled,07-04-2016
City Hotel,1,53,2016,April,18,30,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,116.1,0,0,Canceled,14-04-2016
City Hotel,1,22,2016,April,18,30,1,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,172,0,0,Canceled,15-04-2016
City Hotel,1,36,2016,April,18,30,2,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,140.4,0,0,Canceled,11-04-2016
City Hotel,1,38,2016,May,19,7,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135.9,0,0,Canceled,10-04-2016
City Hotel,1,49,2016,May,19,7,2,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,119.85,0,0,Canceled,20-03-2016
City Hotel,1,68,2016,May,19,7,2,4,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135.15,0,0,Canceled,02-03-2016
City Hotel,1,65,2016,May,20,9,1,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.6,0,0,Canceled,05-05-2016
City Hotel,1,38,2016,May,20,10,0,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,159.3,0,0,Canceled,30-04-2016
City Hotel,1,130,2016,May,20,12,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,113.05,0,1,Canceled,11-02-2016
City Hotel,1,39,2016,May,20,12,1,3,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,116.1,0,0,Canceled,03-04-2016
City Hotel,0,129,2016,May,20,13,1,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,121.5,0,1,Check-Out,16-05-2016
City Hotel,1,116,2016,May,21,18,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,104.5,0,0,Canceled,23-01-2016
City Hotel,1,81,2016,May,21,19,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,116.1,0,0,Canceled,21-04-2016
City Hotel,1,29,2016,May,21,20,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,132.72,0,1,Canceled,21-04-2016
City Hotel,1,23,2016,May,21,21,1,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,156,0,0,Canceled,05-05-2016
City Hotel,1,76,2016,May,22,22,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,116.1,0,0,Canceled,11-05-2016
City Hotel,0,169,2016,May,22,25,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient-Party,123.25,0,0,Check-Out,29-05-2016
City Hotel,0,169,2016,May,22,25,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient-Party,123.25,0,0,Check-Out,29-05-2016
City Hotel,1,144,2016,May,22,27,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,118.15,0,1,Canceled,12-01-2016
City Hotel,1,144,2016,May,22,27,2,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,,0,Transient,177.65,0,1,Canceled,12-01-2016
City Hotel,1,144,2016,May,22,27,2,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,,0,Transient,177.65,0,1,Canceled,12-01-2016
City Hotel,1,110,2016,June,23,3,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,143.1,0,0,Canceled,12-05-2016
City Hotel,1,37,2016,June,23,4,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,131.4,0,0,Canceled,12-05-2016
City Hotel,1,31,2016,June,24,8,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,110.7,0,1,No-Show,08-06-2016
City Hotel,1,32,2016,June,24,8,0,4,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,191.7,0,0,Canceled,30-05-2016
City Hotel,1,16,2016,June,24,11,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,221,0,0,Canceled,28-05-2016
City Hotel,1,53,2016,June,25,12,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,129.2,0,1,Canceled,09-05-2016
City Hotel,1,154,2016,June,25,12,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,,0,Transient,189.9,0,0,Canceled,11-01-2016
City Hotel,1,153,2016,June,25,12,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9,,0,Transient,189.9,0,0,Canceled,18-01-2016
City Hotel,1,146,2016,June,25,12,2,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,178.2,0,3,Canceled,09-05-2016
City Hotel,1,160,2016,June,25,12,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,,0,Transient-Party,103.22,0,1,Canceled,11-01-2016
City Hotel,1,159,2016,June,25,12,2,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient-Party,103.21,0,0,Canceled,11-01-2016
City Hotel,1,120,2016,June,25,13,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient-Party,140.4,0,0,Canceled,12-05-2016
City Hotel,1,28,2016,June,26,21,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,147,0,2,No-Show,21-06-2016
City Hotel,1,28,2016,June,26,21,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,126,0,1,No-Show,21-06-2016
City Hotel,1,37,2016,June,27,26,2,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,115.32,0,0,Canceled,27-05-2016
City Hotel,1,59,2016,June,27,27,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,101.1,0,0,Canceled,18-06-2016
City Hotel,1,59,2016,June,27,27,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,101.1,0,0,Canceled,18-06-2016
City Hotel,1,129,2016,June,27,27,1,4,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.75,0,1,Canceled,13-03-2016
City Hotel,1,89,2016,June,27,27,1,5,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,143.7,0,0,Canceled,31-03-2016
City Hotel,1,90,2016,June,27,28,1,5,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114.3,0,0,Canceled,31-03-2016
City Hotel,1,123,2016,June,27,28,2,6,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126.86,0,0,Canceled,29-02-2016
City Hotel,0,206,2016,June,27,30,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11,,0,Transient,101.83,0,0,Check-Out,04-07-2016
City Hotel,1,113,2016,July,27,1,2,6,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,138.55,0,0,Canceled,24-05-2016
City Hotel,1,81,2016,July,28,3,2,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103.5,0,1,Canceled,30-06-2016
City Hotel,1,101,2016,July,28,3,2,5,1,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103.5,0,0,Canceled,20-05-2016
City Hotel,1,2,2016,July,28,4,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,116.45,0,0,Canceled,03-07-2016
City Hotel,1,23,2016,July,28,5,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,145,0,0,No-Show,05-07-2016
City Hotel,1,11,2016,July,28,5,2,6,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,145,0,0,No-Show,05-07-2016
City Hotel,1,24,2016,July,28,7,1,3,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,187,0,0,Canceled,05-07-2016
City Hotel,1,10,2016,July,28,9,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,2,No Deposit,14,,0,Transient,99.52,0,0,No-Show,09-07-2016
City Hotel,1,113,2016,July,29,10,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103.5,0,0,Canceled,28-03-2016
City Hotel,1,126,2016,July,29,11,1,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,73.12,0,0,Canceled,11-07-2016
City Hotel,1,128,2016,July,29,11,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,140.7,0,0,Canceled,05-03-2016
City Hotel,1,60,2016,July,29,11,1,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,120.6,0,0,Canceled,13-06-2016
City Hotel,1,60,2016,July,29,12,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,105.3,0,0,Canceled,17-05-2016
City Hotel,1,92,2016,July,29,14,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,177.3,0,0,Canceled,14-04-2016
City Hotel,1,99,2016,July,29,16,2,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,1,Canceled,11-07-2016
City Hotel,1,134,2016,July,30,17,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,1,Canceled,08-07-2016
City Hotel,1,68,2016,July,31,24,2,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,121.5,0,0,Canceled,24-05-2016
City Hotel,1,131,2016,July,31,25,1,1,1,1,0,HB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,164.25,0,0,Canceled,26-06-2016
City Hotel,1,61,2016,July,31,26,0,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,0,Canceled,15-06-2016
City Hotel,1,0,2016,August,32,1,1,0,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,109,0,1,No-Show,01-08-2016
City Hotel,1,119,2016,August,32,5,2,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,144.45,0,0,Canceled,17-04-2016
City Hotel,1,116,2016,August,32,5,2,5,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,145.41,0,0,Canceled,18-04-2016
City Hotel,1,34,2016,August,33,10,0,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,168.3,0,0,Canceled,09-07-2016
City Hotel,1,34,2016,August,33,10,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.4,0,0,Canceled,09-07-2016
City Hotel,1,151,2016,August,33,13,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,103.5,0,0,Canceled,25-03-2016
City Hotel,1,143,2016,August,33,13,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114.3,0,0,Canceled,24-03-2016
City Hotel,1,151,2016,August,33,13,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,103.5,0,0,Canceled,25-03-2016
City Hotel,1,143,2016,August,33,13,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114.3,0,0,Canceled,24-03-2016
City Hotel,1,125,2016,August,34,20,1,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,137.7,0,1,Canceled,16-08-2016
City Hotel,1,94,2016,August,35,24,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,131.4,0,0,Canceled,20-07-2016
City Hotel,1,54,2016,August,35,26,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,,0,Transient,125.1,0,0,Canceled,25-08-2016
City Hotel,1,127,2016,August,35,26,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,128.7,0,0,Canceled,26-06-2016
City Hotel,1,105,2016,August,35,26,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,150.3,0,0,Canceled,05-06-2016
City Hotel,1,105,2016,August,35,26,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,131.4,0,0,Canceled,05-06-2016
City Hotel,1,176,2016,August,35,27,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,0,Canceled,20-03-2016
City Hotel,1,52,2016,August,35,27,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,150.9,0,1,Canceled,14-08-2016
City Hotel,1,84,2016,August,36,28,2,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,159.3,0,0,Canceled,30-07-2016
City Hotel,1,50,2016,September,36,2,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,0,Canceled,16-07-2016
